utterance,category
I want to get my goddamn money back,REFUND
"I would ilke to shop a damn product, could you help me?",ORDER
help me to leave a comment about ur services,FEEDBACK
want help writing a reviewq about a product,FEEDBACK
i have bought some item i need to cancel olrder 732201349959,ORDER
ned help to see the goddamn early exit penalty,CANCELLATION_FEE
i expect a refund of $1499,REFUND
want assistance to check if there are any news on the rebate,REFUND
could i delete some items from order 113542617735902,ORDER
where to see the methods for shipment,DELIVERY
I am calling to leave a bloody comment about a product,FEEDBACK
"the delivery address is not vaild, how to do it?",SHIPPING_ADDRESS
i have to buy some of ur item how can i do it,ORDER
i need assistance to check ur damn money back policy,REFUND
help me check how son can i expect my bloody article,DELIVERY
when is my article gonna arrive,DELIVERY
wanna see the goddamn ETA of purchase 00004587345,ORDER
i try to check in what cases can i request  my money back,REFUND
i chose a wrong address i need assistance correcting it,SHIPPING_ADDRESS
i dont know how i can notify of a fucking payment error,PAYMENT
can ushow me in what cases can i ask for a damn refund,REFUND
help me cancelling order 00123842,ORDER
I have got to demand an bloody restitution of my money,REFUND
i have to shop several items how could i do it,ORDER
I need help to see in which cases can I ask to be reimbursed,REFUND
could ya help me to check how soon can i expect the order,DELIVERY
want assistance to set up my shipping address,SHIPPING_ADDRESS
were can i check what delivery methods are available,DELIVERY
i do not know how to get reimbursements of my money,REFUND
wanna see if there is anything wrong with the rebate,REFUND
i do not know how to see the damn rebate status,REFUND
can uhelp me modify my delivery address,SHIPPING_ADDRESS
need help cancelling a goddamn purchase i made,ORDER
I don't know what I have to do to obtain a rebate of money,REFUND
I'd like information about a delivery address update,SHIPPING_ADDRESS
in what situations can I ask for the fucking refunds?,REFUND
where to check the goddamn termination charges,CANCELLATION_FEE
where can i leave my fucking feedback for ur services,FEEDBACK
could uhelp me to report a damn payment error,PAYMENT
want assistance to enter a secondary delivery address,SHIPPING_ADDRESS
ohw can i leave my fucking feedback about ur products,FEEDBACK
i need help editing purchase 00004587345,ORDER
i want help switching something of purchase 113542617735902,ORDER
how do i swapsome articles of order 113542617735902,ORDER
i do not know how to check ur fucking money back guarantee,REFUND
i want help to see the delivery options,DELIVERY
wanna swap a damn article of order 113542617735902,ORDER
can uhelp me inform of bloody payment ewrrors,PAYMENT
i dont know what i have to do to file a consumer reclamation,FEEDBACK
can you help me to cancel order 00004587345?,ORDER
I need help seeing the fucking cancellation penalty,CANCELLATION_FEE
see the damn withdrawal charge,CANCELLATION_FEE
have problems with cancelling orders,ORDER
i want supports editing the goddamn delivery adress,SHIPPING_ADDRESS
i need assistance asking for reimbursements of money,REFUND
could ya help me inform of a fucking trouble with payment,PAYMENT
add a damn itrm to purchase 370795561790,ORDER
where to modif my shipping address?,SHIPPING_ADDRESS
could ya help me swap several items of purchase 370795561790,ORDER
need assistance with cancelling a bloody order,ORDER
what do i need to do to buy several articles,ORDER
could you help me to check the bloody early exit penalties?,CANCELLATION_FEE
want help setting up a damn secondary shipping address,SHIPPING_ADDRESS
there is an issue setting up the new shipping address,SHIPPING_ADDRESS
how do i obtain an reimbursement,REFUND
what do i need to do to check the early exit penalties,CANCELLATION_FEE
how to remove several products from purchase 00004587345,ORDER
i need help chrcking ur goddamn money back guarantee,REFUND
wanna check the damn shipment options i need assistance,DELIVERY
need help to see what shipment methods I have,DELIVERY
need help to check your money back policy,REFUND
assistance to see in what cases can i request a refund,REFUND
how do I check the bloody early exit charge ?,CANCELLATION_FEE
want help to check the damn earlyy termination fee,CANCELLATION_FEE
how to see if there is anything new on the compensation,REFUND
how could i check purchase 00123842 damn current status,ORDER
can ya help me to notify of an issue with online payments,PAYMENT
i have got to see the rebate status i need help,REFUND
want help seeing how son can I expect the damn order,DELIVERY
i do not know how i can see what shipping options uoffer,DELIVERY
how do i lodge a damn customer claim,FEEDBACK
I want help to see in what cases  can I ask to be reimbursed,REFUND
want help requesting a goddamn compensation of my money,REFUND
can ya help me see what damn delivery options i have,DELIVERY
i want assistance cancelling order 00123842,ORDER
I wouuld like to remove an item from order 732201349959,ORDER
i want help checking the termination penalty,CANCELLATION_FEE
i have to correct order 732201349959,ORDER
question about cancelling purchase  113542617735902,ORDER
i do not know how i can demand a bloody restitution of money,REFUND
can uhelp me to check the fucking rebate status,REFUND
wanna see when will my parcel arrive how could i do it,DELIVERY
help making as reclamation,FEEDBACK
could i place a goddamnorder from Liverpool,DELIVERY
help making a reclamation against your organization,FEEDBACK
wnna see under which circumstances can i request a refund,REFUND
i have to check the eta of the purchase 00123842 help me,ORDER
i need help to report an issue with online payments,PAYMENT
wanna see when my purchase is gonna arrive will uhelp me,DELIVERY
how do I order several bloody articles?,ORDER
I want assistance to check the termination charges,CANCELLATION_FEE
where can I check what methods  for delivery are available?,DELIVERY
I'm looking for delivery periods where can i find them,DELIVERY
how to enter another delivery address,SHIPPING_ADDRESS
I would like to know more about updating my delivery address,SHIPPING_ADDRESS
i watn help getting a goddamn restitution of my money,REFUND
help  checking the restitution status,REFUND
want assistance to update my fucking delivery address,SHIPPING_ADDRESS
i do not want my last product help to cancel order 00123842,ORDER
can you help me to purchase some of your article?,ORDER
willp you show me the termination charge?,CANCELLATION_FEE
help em lodging a consumer claim,FEEDBACK
i need assistance notifying of troubles with payments,PAYMENT
i cannot find the early exit chasrges,CANCELLATION_FEE
I'd ilke to get reimbursements,REFUND
where to submit some goddamnfeedback for a service,FEEDBACK
i dont know how i could check ur bloody payment methods,PAYMENT
needhelp ordering a few of ur article,ORDER
I'm trying to make a reclamation,FEEDBACK
help me seeing my compensation  status,REFUND
could ya show me the bloodydelivery options,DELIVERY
caan i see order 732201349959 damn current status,ORDER
could i check the status of the rebate,REFUND
wanna check the eta of the order 00004587345 could uhelp me,ORDER
i have put the damn old address by mistake,SHIPPING_ADDRESS
need help filing a complaint against ur business,FEEDBACK
could uhelp me to check if there are  any news on the rebate,REFUND
assistance to see whatdelivery methods I have,DELIVERY
I don't know how I could buy esveral products,ORDER
is it possible to delete a damn item fom purchase 00123842,ORDER
could i remove several products from purchase 00004587345,ORDER
my bloody address changed help me changing it,SHIPPING_ADDRESS
i have got to set the delivery address up how do i do it,SHIPPING_ADDRESS
need help seeing the fucking cancellation charges,CANCELLATION_FEE
help me sending som goddamn feedback for your services,FEEDBACK
would it be possible to leave a bloody comment,FEEDBACK
can I see under what icrcumstances can I request refunds?,REFUND
where to know if thgere are any news on my refund?,REFUND
help me to acquire some of ur item,ORDER
I want help acquiring several of you product,ORDER
I'm trying to find the methods for shipping will ya help me,DELIVERY
I need help to leave a goddamn opinion about a product,FEEDBACK
i try to edit order 370795561790,ORDER
want help to see in which cases canm I ask for my money back,REFUND
i want supports trying to correct thhe shipping address,SHIPPING_ADDRESS
need help seeing what fucking delivery methods i can choose,DELIVERY
need to check the status of my rebate help me,REFUND
I'd like to check howlong the shipment takes i need help,DELIVERY
how to cancel a purchase i have made,ORDER
help ot add a damn product to purchase 113542617735902,ORDER
can ya show me how soon can i expect thd fucking purchase,DELIVERY
assistance to change a product of order 113542617735902,ORDER
want help to notify of goddamn problems with payments,PAYMENT
i have to see the bloody payment options i need help,PAYMENT
where could i set up another bloody shipping address,SHIPPING_ADDRESS
will ushow me the goddamn status of order 113542617735902,ORDER
can ya help me obtaining a bloody compensation,REFUND
will ya show me when my fucking order is gonna arrive,DELIVERY
could ya help me to obtain a goddamn restitution of my money,REFUND
could ya help me to see the goddamn early termination charge,CANCELLATION_FEE
need help checking order 732201349959 damn status,ORDER
how could i list ur bloody allowed payment options,PAYMENT
want help to switch a product of purchase 732201349959,ORDER
I'm trying to find shipping pefiods help me,DELIVERY
can i check what bloody shipping methods are available,DELIVERY
i cannot find the termination fee i need assistance,CANCELLATION_FEE
I don't  know how to receive refunds of my money,REFUND
I  don't know how I can earn an item,ORDER
could i know if there is anything new on the damn rebate,REFUND
is it possible to notify of payment issues ?,PAYMENT
need assistance seeing the withdrawal penalty,CANCELLATION_FEE
i have a problem setting the new delivery address up,SHIPPING_ADDRESS
can uhelp me to leave my feedback for ur products,FEEDBACK
i want assistance to update the damn address,SHIPPING_ADDRESS
how do i check order 732201349959 status,ORDER
need to request refunds of money,REFUND
could uhelp me ad a bloody item to order 113542617735902,ORDER
wanna know about modifying the shipping address,SHIPPING_ADDRESS
I need assistnace seeing the early exit charge,CANCELLATION_FEE
see in what situations can i ask to be refunded,REFUND
wanna remove several articles from purchase 00004587345,ORDER
wanna see how long the shipment takes  help me,DELIVERY
question about cancelling the damn purchase i made,ORDER
show me in which cases can i ask to be refunded,REFUND
I want assistance to reoort an error with payment,PAYMENT
i need help to check ur refund policy,REFUND
wanna check my refund current status could i get some help,REFUND
wanna check what delivery options i can choose i need help,DELIVERY
i have  errors trying to update the bloody shipping address,SHIPPING_ADDRESS
where to check the goddamn early exit penalties,CANCELLATION_FEE
how could I find informatin about the delivery period?,DELIVERY
what do i need to do to demand reimbursements of money,REFUND
where to ask for a reimbursement of my money,REFUND
can uhelp me see in what situations can i reqquest a refund,REFUND
i have to see how long the shipment takes how can i do it,DELIVERY
help to check how long it takes for my parcel to arive,DELIVERY
I cannot check the fucking ETA of order 732201349959,ORDER
can you help me edit the delivery adxdress?,SHIPPING_ADDRESS
i dont know what to do to edit my address,SHIPPING_ADDRESS
is it possible to infomr of fucking troubles with payments,PAYMENT
assistance seeing ur available payment modalities,PAYMENT
the address has changed could i corect it,SHIPPING_ADDRESS
wanna see when my fucking parcel is gonna arrive,DELIVERY
could I see when my fucking item is going to arrive ?,DELIVERY
can uhelp me seeing the eta of purchase 113542617735902,ORDER
i dont know how i can acquire a few of ur article,ORDER
how to see the bloody payment methods?,PAYMENT
i need help to enter a delivery address,SHIPPING_ADDRESS
I do not know what to do to cacnel purchase 732201349959,ORDER
I'd like to check when my package is gonna arrive,DELIVERY
were could i obtain a bloody refund of money,REFUND
i want assistance to see purchase 370795561790 status,ORDER
I'd like to file a damn customer claim against ur company,FEEDBACK
assistance to update the delivery address,SHIPPING_ADDRESS
i need information about an address update,SHIPPING_ADDRESS
where could i see how soon can i expect my order,DELIVERY
show me puchase 732201349959 current status,ORDER
could you help me obtaining arestitution of money?,REFUND
hepp with canceling the last fucking purchase,ORDER
need assistance editing my damn deliveryaddress,SHIPPING_ADDRESS
i dont want order 00004587345,ORDER
in which cases can  I ask for a bloody reimbursement?,REFUND
I want assistance to submit an new delivery address,SHIPPING_ADDRESS
could ya help me see when will my product arrive,DELIVERY
can you help me to cacnel purchase 732201349959?,ORDER
i dont know how i could send feedback for ur company,FEEDBACK
i need assistance listnig ur allowed payment methods,PAYMENT
is it possible to request rebates,REFUND
where could I check your goddamn reimbursement policy?,REFUND
how do I see the current statux of purchase 370795561790?,ORDER
can ya help me to check what shipment methods are there,DELIVERY
i have to see how soon can i exoect my damn shipment,DELIVERY
is there an e-mail to leave feedback for your services?,FEEDBACK
wanna check what goddamn shipping methods uoffer help me,DELIVERY
I wanthelp to enter the secondary delivery address,SHIPPING_ADDRESS
i want assistance entering my bloody new shipping address,SHIPPING_ADDRESS
help me to file a claim against ur organizatiopn,FEEDBACK
i want help earning a few of ur product,ORDER
how can i check urgoddamn reimbursement policy,REFUND
what do i have to do to change my bloody addressd,SHIPPING_ADDRESS
how could i check purchase 732201349959 bloody status,ORDER
i try to see the ETA of the order 113542617735902,ORDER
i paid $1200 for a purchase assustance to obtain a refund,REFUND
need assistance to cancel the last goddamn order,ORDER
i do not know how i could ibform of a fucking payment issue,PAYMENT
I want to check how soon can I expect my shipment,DELIVERY
how can I delete a fucking product from purchase  00123842?,ORDER
could uhelp me seeing if there is anything new on the refund,REFUND
help seeing when my article is gonna arrive,DELIVERY
where could i see the options for delivery,DELIVERY
help to check if there are any updates on the restitution,REFUND
need assistance canceling a bloody order i have made,ORDER
help me ordering some fucking articles,ORDER
want help to acquire several products,ORDER
could ya help me canceling the goddamn purchase i have made,ORDER
I haev got to check the goddamn status of order 370795561790,ORDER
check in what cases can i ask for the damn reimbursements,REFUND
I'd like to see the withdrawal charge how to do it,CANCELLATION_FEE
how could i make a reclamation against ur company,FEEDBACK
i cannot chqnge several items of order 732201349959,ORDER
can ya help me to cancel order  00123842,ORDER
wanna see in what cases can i request refunds can uhelp me,REFUND
what do i have to do to earn several goddamn articles,ORDER
i have an error editing my address,SHIPPING_ADDRESS
i have got to see how long refunds tqke help me,REFUND
I need assistance updating the shipping addrrss,SHIPPING_ADDRESS
i dont know how i could check the bloody shipping methods,DELIVERY
"my shipping address is invalid , can I get some help?",SHIPPING_ADDRESS
caqn ya help me to see the allowed payment methods,PAYMENT
where can i enter a fucking shipping address,SHIPPING_ADDRESS
help me lodging a bloody claim against ur business,FEEDBACK
want assistance to write a damn comment for your services,FEEDBACK
i have to check the fucking accepted payment options help me,PAYMENT
"I paid $1200 fora product, I want to receive a reimbursement",REFUND
see in what situations can i ask for refunds,REFUND
need to add something to order 113542617735902,ORDER
what do i need to do to see ujr goddamn refund policy,REFUND
i have got to track purchase 113542617735902 could uhelp me,ORDER
want assistance leaving damn feedback about ur company,FEEDBACK
i want assistance to correct the delivery address,SHIPPING_ADDRESS
how can i check tne damn status of order 732201349959,ORDER
i have to see how longg refunds take help me,REFUND
where do I leave goddamn feedback for your products?,FEEDBACK
I'd like to swtch some products of purchase 732201349959,ORDER
where do I check what shipment methods I can choose?,DELIVERY
i cant set my secondary delivery address up,SHIPPING_ADDRESS
can uhelp me submit goddamn feedback for a produc,FEEDBACK
where can I demand a damn refund?,REFUND
how do i see purchase 00004587345 bloody status,ORDER
need to acquire something,ORDER
could ya help me to see the status of the restitution,REFUND
want assistance to enter the new delivery address,SHIPPING_ADDRESS
where can I file a customer claim against your organization?,FEEDBACK
could ya help me report a bloody error with online payment,PAYMENT
I do not know how I could order several fucking items,ORDER
how could I track the fucking rebate?,REFUND
would it be possible to check the bloody shipping options,DELIVERY
need to list the accepted payment methods how could i do it,PAYMENT
want assistance to see my compensation current status,REFUND
i want help seeing what shipment options are available,DELIVERY
see in which cases can i ask for a bloody reimbursement,REFUND
assistance to check ni which cases can i ask for refunds,REFUND
were could i write an opinion for ur products,FEEDBACK
what do I need to do to set up the damn delivery address?,SHIPPING_ADDRESS
can ya help me see what damn shipment methods ya offer,DELIVERY
i have errors submitting a secondary shipping address,SHIPPING_ADDRESS
can i place a bloody order from Japan,DELIVERY
find information about the goddamn shipping period,DELIVERY
could ya help me purchasing some of ur product,ORDER
my delivery address hcanged could uhelp me editing it,SHIPPING_ADDRESS
wanna make a reclamation against ur business how can i do it,FEEDBACK
i needhelp to see what payment payment modalities uaccept,PAYMENT
help to see in which situations can i ask for refunds,REFUND
help submitting some feedback ofr ur services,FEEDBACK
want assistance submitting my feedback for ur services,FEEDBACK
i need assistance seeing th accepted payment options,PAYMENT
I try to amke a consumer reclamation,FEEDBACK
I want to modify the fucking delivery adrdess,SHIPPING_ADDRESS
i paid $299 for this purchase want help to receive a refund,REFUND
I am trying to check how soon can I expect my order,DELIVERY
could uhelp me submitting my feedback for ur products,FEEDBACK
where could I file a fucking claim gaainst your company?,FEEDBACK
can I list your available paymentmodalities?,PAYMENT
i do not know what i have to do to obtain reimbursements,REFUND
help seeing in what cases can I reques my fucking money back,REFUND
need help reporting a problem with payment,PAYMENT
help me list the accepted payment moalities,PAYMENT
assistance to list your accepted payment methods,PAYMENT
I want to check how long it takes for my item to arrive,DELIVERY
could you show me the goddamn status of my refun?,REFUND
where can i see the ETA of the order 113542617735902,ORDER
I'm not happy with ur srvice i try to file a bloody claim,FEEDBACK
what is purchase 732201349959 status,ORDER
were could I check what shipping methods are available?,DELIVERY
i want help to set up a damn secondary shipping address,SHIPPING_ADDRESS
my dadress has changed how do i edit it,SHIPPING_ADDRESS
i have a trouble changing my delivery address,SHIPPING_ADDRESS
could i see the current status of the refund,REFUND
wanna see order 00004587345 current status how can i do it,ORDER
how to see how soon can i expect the goddamn order,DELIVERY
i cannot pay can uhelp me notify of a trouble with payments,PAYMENT
supports changging the address,SHIPPING_ADDRESS
how could I receive afucking rebate?,REFUND
how long until I get a fucking reibursement of money?,REFUND
can uhelp me see the ETA of order 113542617735902,ORDER
I trh to edit my address,SHIPPING_ADDRESS
see the damn ETA of order 00123842,ORDER
i cannot make payments notify of a goddamn issue,PAYMENT
i expect a bloody rebate of $1499,REFUND
i need assistance to cancel the last order i have made,ORDER
need help modifying order 113542617735902,ORDER
i can no longer pay for purchase 732201349959,ORDER
how could i track the fucking reimbirsement,REFUND
i try to ads some goddamn products to an order,ORDER
help me see in what cases can i ask for a fucking refund,REFUND
can i check in what cases can i ask for a reimbursement,REFUND
wanna see ur allowed payment options,PAYMENT
I need to see the accepted payment modalitie,PAYMENT
how to set up my fucking new delivery address,SHIPPING_ADDRESS
where could i see the payment options,PAYMENT
need help making a purchase,ORDER
i need help notifying of a trouble with online payments,PAYMENT
i want assitsance seeing when my article is gonna arrive,DELIVERY
i want help notifying of a trouble with payments,PAYMENT
where could I lodge aq consumer reclamation?,FEEDBACK
need help to inform of goddamn payment issues,PAYMENT
i cannto check ur money back policy,REFUND
can ya tell me about the damn delivery options,DELIVERY
I don't know how I can order some products,ORDER
i dont know how to swap a goddamn item of order 370795561790,ORDER
i need help asking for a damn refund of money,REFUND
wanna  check the current status of my rebate,REFUND
where could I see your goddamn accepted payment methods?,PAYMENT
i need help to order several products,ORDER
i have to obtain rebates of money how could i do it,REFUND
i have to submit the delivery address help me,SHIPPING_ADDRESS
in which situations can I ask for my bloody money back?,REFUND
need to check in what cases can i request refunds,REFUND
check early exit penalties,CANCELLATION_FEE
could uhelp me listing the goddamn accepted paymwnt options,PAYMENT
can uhelp me to earn a damn article,ORDER
what do i need to do to report problems with online payment,PAYMENT
wanna see when will my item arrive i need assistance,DELIVERY
can I check how soon can I expect the fucking purchse?,DELIVERY
can ushow me how soon can i expect my item,DELIVERY
i do not know how i could check ur damn reimubrsement policy,REFUND
i try to check what damn shipment methods are available,DELIVERY
want assistance editing my goddamn delivery address,SHIPPING_ADDRESS
i dont know how to demand my bloody money back,REFUND
I call to leave a comment for your products,FEEDBACK
i want assistance to acquire an few of ur article,ORDER
I'd like to check the current status of my restitution,REFUND
would it be possible to receive a fucking rebate,REFUND
help solving problems with online payments,PAYMENT
I need assistance to correct the  damn shipping address,SHIPPING_ADDRESS
i have got to check ur allowed payment methods,PAYMENT
i have to see what bloody methods for delivery are there,DELIVERY
what do i need to do to change the shipping address,SHIPPING_ADDRESS
need helpchecking the ETA of the order 370795561790,ORDER
i cannot see ur goddamn money back policy,REFUND
I need help to make an customer claim against your company,FEEDBACK
i do not knowhow i can see the damn payment modalities,PAYMENT
can ya help me get a reimbursement,REFUND
could ya help me list ur accepted payment methods,PAYMENT
how to see what methods for delivery i have,DELIVERY
i need information about the shipping optuons,DELIVERY
could I  remove several items from order 00004587345?,ORDER
i have troubles entering my shipping address,SHIPPING_ADDRESS
I don't know how I can see purchase 732201349959 status,ORDER
"I need to see your reimbursement policy, can you helo me?",REFUND
i cannot set up my new delivery address,SHIPPING_ADDRESS
couyld i check the bloody withdrawal charges,CANCELLATION_FEE
need help checking if there are any news on my reimbursement,REFUND
where do i check the cancellation charges,CANCELLATION_FEE
what do I have to do to make a goddamn reclamation?,FEEDBACK
how do I know if their is anything new on my goddamn refund?,REFUND
I expect a damn rebate of $299,REFUND
i need assistance to check what shipment options are there,DELIVERY
where to see what options for delivery i can choose,DELIVERY
i dont know how i can check the status of my resttiution,REFUND
need to write an bloody opinion for ur company will uhelp me,FEEDBACK
i do not know what i have to do to make a fucking claim,FEEDBACK
I need help toacquire something,ORDER
where can i list ur bloody accepted payment modalities,PAYMENT
i want assistanceordering a product,ORDER
i cant update purchase 00004587345,ORDER
can you help me obtain a reimbursement of money?,REFUND
i cant locate purchase 00004587345,ORDER
wanna check the status of purchase 00004587345,ORDER
i have to check what shipping methods i have can ya help me,DELIVERY
I'd like to cancel a fucking order i made,ORDER
i have got to switch some products of ordeer 00004587345,ORDER
could you help me to obtain bloody refunds?,REFUND
i dont know how i could leave some bloody feedback,FEEDBACK
i cant make transfers i wanna report a goddamn payment error,PAYMENT
i want assistance to acquire several of ur product,ORDER
I'd like to submit feedback for ur services i need help,FEEDBACK
how do i change a fucking article of order 370795561790,ORDER
how can I cancel a purchase I made?,ORDER
can you help me to see the terminationj charge?,CANCELLATION_FEE
need assistance demanding rebates,REFUND
"the experience with your work has ben awful, make a claim",FEEDBACK
I can't switch a goddamn product of ordrr 113542617735902,ORDER
need assistance to enter my new delivery address,SHIPPING_ADDRESS
do uhave a methof to leave a damn review about ur products,FEEDBACK
can i leave some goddamn feedback about ur products,FEEDBACK
I do no know how I could cancel order 113542617735902,ORDER
need help lodging a complaint against your company,FEEDBACK
i have troubles trying to edit my damn shipping address,SHIPPING_ADDRESS
I am waiting for a restitution of $299,REFUND
help me see what goddamn shipping methods uoffer,DELIVERY
can i see in what cases cam i request refunds,REFUND
i have got to leave feedback about ur services help me,FEEDBACK
i need help filing a goddamn consumer complaint,FEEDBACK
I don't know how to check the shipment methods,DELIVERY
i dont know how to cancel the damn order i made,ORDER
want help to submit a delivery address,SHIPPING_ADDRESS
can utell me about a delivery address modification,SHIPPING_ADDRESS
I'm waiting for a rebate of 299 dollarsa,REFUND
help filing a consumer reclamation  against your business,FEEDBACK
how cam I check the bloody ETA of purchase 113542617735902?,ORDER
i want assistance to receive fucking restitutions of money,REFUND
would it be possible to cancel purchase 00123842?,ORDER
i have to check how logn the damn refunds take i need help,REFUND
need assistance to delete a product from order 732201349959,ORDER
I tryto add some products to purchase 00123842,ORDER
want assistance to request bloody refunds of my money,REFUND
I try to see when my fucking purchase is going to arriv,DELIVERY
I'm calling to leave my goddamn feedback for ur products,FEEDBACK
what do I need to do to earn a fucking article?,ORDER
"I can't pay for purchse 370795561790, can you cancel it?",ORDER
I am trying to see how long the shipping takes,DELIVERY
I have to send feedback about a product,FEEDBACK
could I place a fucking order from Seattle?,DELIVERY
I need help tocancel order 113542617735902,ORDER
i have got to check the payment options how couldi do it,PAYMENT
how do i receive acompensation of my money,REFUND
what do i need to do to change the fucking delivery address,SHIPPING_ADDRESS
i need help checking how soon can i expect the bloody order,DELIVERY
want assistance seeing my fucking rebate current status,REFUND
I'd like to report issues with payment how could i do it,PAYMENT
i cant pay for my last fucking order,ORDER
troubles settingmy damn new delivery address up,SHIPPING_ADDRESS
i call to see the delivery options,DELIVERY
where could I file a consumer complaint?,FEEDBACK
i dont know how i could file a complaint against ur business,FEEDBACK
what do I have to do to order some articles?,ORDER
can uhelp meto see in what cases can i ask for my money back,REFUND
do ya have a wayto leave some damn feedback,FEEDBACK
need to cancel my purchase,ORDER
need to acquire several articles,ORDER
could ya help me to request a rebate of money,REFUND
could you help me to see how long refunds usualy take?,REFUND
help me see what bloody delivery options i can choose,DELIVERY
would it be possible to acquire several of your item?,ORDER
I cannot see the fucking refund status,REFUND
i dont know how i can check the bloody termination charge,CANCELLATION_FEE
i dont know how i can check the early  exit fees,CANCELLATION_FEE
wanna purchase some products,ORDER
I don't know how to get  bloody restitutions of my money,REFUND
want assistance seeing your payment options,PAYMENT
could ya help me notify of an bloody error with payments,PAYMENT
need help to see how soon can i expect my goddamn parcel,DELIVERY
want help to solve goddamn payent issues,PAYMENT
could ya help me seeing how long reimbursements take,REFUND
i do not know how to notify of a paymentproblem,PAYMENT
how can i by some of ur item,ORDER
could i check  in which cases can i request my money back,REFUND
i want assistance to check the termination fees,CANCELLATION_FEE
i need assistance deleting some items from order 00004587345,ORDER
help to see in which cases can i request to be reimbrsed,REFUND
I do not know how to obtaim rebates of money,REFUND
i cant see the bloody ETA of the purchase 00123842,ORDER
could ya help me submitting my damn delivery address,SHIPPING_ADDRESS
need help seeing the goddamn refund status,REFUND
i need assistance notifying of goddamn troubles with payment,PAYMENT
wher can I get information about the methods for shipment?,DELIVERY
i cannot find anything about the withdrawal charges,CANCELLATION_FEE
can uhelp me see how long the delivery takes,DELIVERY
i have to make an customer complaint against ur company,FEEDBACK
want assistance to check what options for delivery you offer,DELIVERY
help me acquiring several bloody articles,ORDER
can you help me solve an error with online payments?,PAYMENT
could I know if there is anything new on my restitution?,REFUND
i want help correcting the delivery address,SHIPPING_ADDRESS
I am waiting for a rebate of 1499 dollars,REFUND
how could i inform of patment errors,PAYMENT
I don't know how I can report an  issue with payment,PAYMENT
could uhelp me see the eta of purchase 00123842,ORDER
need help cancelling the last goddamn order,ORDER
i haev to leave damn feedback can uhelp me,FEEDBACK
need to check the cancellation penalties,CANCELLATION_FEE
where to notify of fucking  errors with online payment,PAYMENT
i dont know what to do to report a payment problem,PAYMENT
need assistance to see your damn payment modalities,PAYMENT
I do not know how to modify the fucking delivery addressx,SHIPPING_ADDRESS
I'm trying to botain compensations,REFUND
i haev got to check how long refunds take,REFUND
how ot set the goddamn new delivery address up,SHIPPING_ADDRESS
can i submita goddamn new shipping address,SHIPPING_ADDRESS
i do not know how i can edit my fucking address,SHIPPING_ADDRESS
where to correct my damn address ?,SHIPPING_ADDRESS
could i place an order fron Seattle,DELIVERY
I am trying to check the withdawal fees,CANCELLATION_FEE
wanna check how ling it takes for the item to arrive,DELIVERY
y i cannot enter the secondary delivery address valid,SHIPPING_ADDRESS
I do not know what to doto cancel order 113542617735902,ORDER
could ya help me to see my damn reimbursement current status,REFUND
assistance to write a fucking comment about ur products,FEEDBACK
could uhelp me to set up a secondary shipping address,SHIPPING_ADDRESS
where can i see what goddamn delivery methods are available,DELIVERY
where to check the available payment modalities?,PAYMENT
question about cancelling purchase 00004587345,ORDER
i cant know if there are any updates on the bloody rebate,REFUND
I'm trying to see order 732201349959 current status,ORDER
i ned assistance seeing the bloody early termination charge,CANCELLATION_FEE
would it be possible to acquire some articfles,ORDER
how could i request a fucking restitution of my money,REFUND
help seeing how soon can i expect the goddamn item,DELIVERY
I'd like to check order 00004587345 status,ORDER
i dont know how i can see ur bloody accepted payment options,PAYMENT
i do not know how i can see when will my item arirve,DELIVERY
where can i report a damn trouble with online payments,PAYMENT
how could i delete an article from purchase 00004587345,ORDER
i do not want an order i made,ORDER
i do not know how i can see the restitution status,REFUND
what do i need to do to demand bloody refunds of money,REFUND
there are troubles correcting the fucking shipping aqddress,SHIPPING_ADDRESS
information about updating my delivery address,SHIPPING_ADDRESS
i need help checking the eta of purchase 00004587345,ORDER
can you help me list your available payment options?,PAYMENT
how can i see ur goddamn money back guarantee,REFUND
i have got to write an opinion for a product i need help,FEEDBACK
need help to check the status of order 732201349959,ORDER
I'd like to check the termination charge how can i do it,CANCELLATION_FEE
help me to see in which situations can i ask for refunds,REFUND
how do i write a goddamn opinion for a product,FEEDBACK
wanna see when will my product arrive will ya help me,DELIVERY
where can I cancel purchase 00123842 ?,ORDER
assistance with editing orcer 00004587345,ORDER
I try to see the fucking termination fees,CANCELLATION_FEE
i have got to modify order 113542617735902,ORDER
i dont knoiw how to check the current status of the rebate,REFUND
i have to check when will my item arrive i need help,DELIVERY
how could I notify of a payment problem ?,PAYMENT
help filing a goddamn claim against ur business,FEEDBACK
want assistance cancelling my last bloody purchase,ORDER
i want assistance to buy some goddamn articles,ORDER
where can i set up thed damn new shipping address,SHIPPING_ADDRESS
i cant change several items of order 113542617735902,ORDER
i dont know how i can obtain reimbursements of my money,REFUND
could ya help me to check the early termination penalty,CANCELLATION_FEE
i call to lodge a fucking complaint,FEEDBACK
I'd like to see ur money back policy could uhelp me,REFUND
I expect a restitution of $350,REFUND
canya help me inform of a goddamn trouble with payment,PAYMENT
show me purchase 113542617735902 cxurrent status,ORDER
I'd like to check the ETA of purchase 732201349959,ORDER
need help checking in what cases can I request to be refunde,REFUND
wanna know more about the shipping period,DELIVERY
can uhelp me changing a product of purchase 00004587345,ORDER
need help to leave some feedback,FEEDBACK
I need help notifying  of issues with online payments,PAYMENT
